,Title,Company,Location,Date Posted,Summary,Job Link
1541,Dental Hygienist,Ideal Dental,"Winston-Salem, NC 27105",EmployerActive 3 days ago,"Greet guests with a smile and prepare them for dental examinations.
$1,000 Sign-On Bonus and Relocation Bonus*!
Active RDH Licensure- New Grads Welcome!",https://www.indeed.com/jobs?q=Dental+Jobs&l=Greensboro%2C+NC&radius=50&vjk=34ecdc7ba47b2569&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&vjk=cd832d9de48e3e60
1542,General Dentist - Winston-Salem NC - Strong Comp Package,Heartland Dental,"Winston-Salem, NC",PostedPosted 30+ days ago,"Current dental license in state of hire.
Receive superior non-clinical administrative support in areas including marketing, human resources, accounting,…",https://www.indeed.com/jobs?q=Dental+Jobs&l=Greensboro%2C+NC&radius=50&vjk=34ecdc7ba47b2569&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&vjk=4d0d59582da26c44
1543,Dental Assistant,University Dental Associates,"Winston-Salem, NC 27103 (Ardmore area)",PostedPosted 15 days ago,"Completion of a one-year certified dental assistant program.
Under the guidance and direction of some of the very best dentists in the industry, you are…",https://www.indeed.com/jobs?q=Dental+Jobs&l=Greensboro%2C+NC&radius=50&vjk=34ecdc7ba47b2569&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&vjk=11eb2aa41ca27d8e
1544,Dental Hygienist (RDH) - Part Time,Aspen Dental,"Winston-Salem, NC 27105",PostedToday,"Active dental hygiene license in the state of practice.
Associate degree or higher in dental hygiene from an accredited institution.",https://www.indeed.com/jobs?q=Dental+Jobs&l=Greensboro%2C+NC&radius=50&vjk=34ecdc7ba47b2569&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&vjk=6601910213f9be03
1545,DENTAL ASSISTANT II,Night & Day Dental,"Durham, NC 27704",PostedToday,"Discounted dental benefits for employee, spouse, and dependent children.
In this highly valued and collaborative role, you will ensure our patients are…",https://www.indeed.com/jobs?q=Dental+Jobs&l=Greensboro%2C+NC&radius=50&vjk=34ecdc7ba47b2569&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&vjk=5413fa3a44e0d78c
1546,Dental Hygienist (Full-Time or Part-Time),Everbright Dental,"Chapel Hill, NC 27516",EmployerActive 11 days ago,"Sign on Bonus: FT-$7500 / PT 3 days -$3000 / PT 4 days - $4000*.
NC Dental Hygiene License (Required).
We are looking for a Full-time or Part-time Hygienist.",https://www.indeed.com/jobs?q=Dental+Jobs&l=Greensboro%2C+NC&radius=50&vjk=34ecdc7ba47b2569&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&vjk=45aa7c81f7ea0317
1547,Dental Hygienist,McLeansville Family & Cosmetic Dentistry,"McLeansville, NC 27301",EmployerActive 14 days ago,"We offer patients a wide range of dental services including preventative, perio, pedo, cosmetic, restorative, prost, implants, and reconstructive dentistry.",https://www.indeed.com/jobs?q=Dental+Jobs&l=Greensboro%2C+NC&radius=50&vjk=34ecdc7ba47b2569&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&vjk=ea1f7e5d34134133
1548,General Dentist,University Dental Associates,"Winston-Salem, NC 27106",PostedPosted 30+ days ago,"Ability to become credentialed with dental insurance plans.
Current active and unrestricted dental license in the state of North Carolina.",https://www.indeed.com/jobs?q=Dental+Jobs&l=Greensboro%2C+NC&radius=50&vjk=34ecdc7ba47b2569&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&vjk=68a7606968d60f4f
1549,General Dentist,Walnut Cove Dental Associates,"Walnut Cove, NC 27052",PostedPosted 1 day ago,"Collaborate with a team of dental professionals, including dental hygienists and dental assistants, to ensure efficient and effective patient care.",https://www.indeed.com/jobs?q=Dental+Jobs&l=Greensboro%2C+NC&radius=50&vjk=34ecdc7ba47b2569&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&vjk=29834511b5054bab
1550,Dental Hygienist,Grandover Village Dental Care,"Greensboro, NC 27407",PostedPosted 1 day ago,"Excellent working knowledge of dentistry, dental hygiene procedures, dental patient screening and medical history documentation.
$5,000 Sign on Bonus.",https://www.indeed.com/jobs?q=Dental+Jobs&l=Greensboro%2C+NC&radius=50&vjk=34ecdc7ba47b2569&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&vjk=/jobs?q=Dental+Jobs&l=Greensboro%2C+NC&radius=50&vjk=f8dfdbdb73d49e7e
1551,Dentist,LTR Dental,"Whitsett, NC 27377",EmployerActive 3 days ago,"Partnership opportunities will be considered for the right candidate after a minimum of 2 years together.
We have a modern, fully updated practice which makes…",https://www.indeed.com/jobs?q=Dental+Jobs&l=Greensboro%2C+NC&radius=50&vjk=34ecdc7ba47b2569&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&vjk=/jobs?q=Dental+Jobs&l=Greensboro%2C+NC&radius=50&vjk=551f890c4e2a3d3c
1552,Dental Assistant,Affordable Dentures & Implants,"Winston-Salem, NC 27103",PostedPosted 19 days ago,"From the Affordable Care Support Center, located in North Carolina’s Research Triangle Park, along with field-based teams, Affordable Care provides business…",https://www.indeed.com/jobs?q=Dental+Jobs&l=Greensboro%2C+NC&radius=50&vjk=34ecdc7ba47b2569&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&vjk=/jobs?q=Dental+Jobs&l=Greensboro%2C+NC&radius=50&vjk=4ecd8d99db035c74
1553,Dentist,Sunrise Dental,"Chapel Hill, NC 27514",EmployerActive 3 days ago,"Collaborate with dental hygienists and assistants to provide comprehensive dental services.
Strong background in dental office procedures and protocols.",https://www.indeed.com/jobs?q=Dental+Jobs&l=Greensboro%2C+NC&radius=50&vjk=34ecdc7ba47b2569&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&vjk=/jobs?q=Dental+Jobs&l=Greensboro%2C+NC&radius=50&vjk=dbc5a5b1fdcc5351
1554,Hygiene Assistant,Dr Lane & Associates,"Durham, NC 27705 (Walltown area)",EmployerActive 3 days ago,"Charts procedures to include patient conditions, medical and dental histories, treatment procedures and patient comments.
Paid Time Off & Paid Holidays.",https://www.indeed.com/jobs?q=Dental+Jobs&l=Greensboro%2C+NC&radius=50&vjk=34ecdc7ba47b2569&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&vjk=/jobs?q=Dental+Jobs&l=Greensboro%2C+NC&radius=50&vjk=ab6a5708cc5303f6
1555,General Dentist,Loveland Dental Group,"Winston-Salem, NC 27103 (Knollwood Manor area)",EmployerActive 3 days ago,"They must have a demonstrated ability to recognize symptoms, identify treatment alternatives, and recommend preventive health care measures.",https://www.indeed.com/jobs?q=Dental+Jobs&l=Greensboro%2C+NC&radius=50&vjk=34ecdc7ba47b2569&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&vjk=/jobs?q=Dental+Jobs&l=Greensboro%2C+NC&radius=50&vjk=d301870e1bc937a8
1556,DENTAL ASSISTANT - Part Time Benefited Job #723-1,Rowan County Government,"Salisbury, NC 28144",EmployerActive 3 days ago,"This position renders chair-side technical assistance to the Dentist in the care of dental patients; sterilizes dental instruments, prepares and arranges…",https://www.indeed.com/jobs?q=Dental+Jobs&l=Greensboro%2C+NC&radius=50&vjk=34ecdc7ba47b2569&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&vjk=/jobs?q=Dental+Jobs&l=Greensboro%2C+NC&radius=50&vjk=3a1ed37318efe8c5
1557,Dentists – Pediatrics – North Carolina,US HealthCare Careers,"Greensboro, NC",PostedPosted 30+ days ago,"Excellent, full time General or Pediatric dentist in Greensboro, North Carolina.
The practice provides comprehensive care to children and young adults through…",https://www.indeed.com/jobs?q=Dental+Jobs&l=Greensboro%2C+NC&radius=50&vjk=34ecdc7ba47b2569&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&vjk=/jobs?q=Dental+Jobs&l=Greensboro%2C+NC&radius=50&vjk=f02d0981f2effe35
1558,Dental Assistant I/II (Spanish speaking preferred),Local Start Dental,"Durham, NC 27701 (Downtown area)",EmployerActive 3 days ago,"Prior dental experience is required, and strong interpersonal skills and knowledge of dental procedures is preferred.
Full Time Employee Benefits include:",https://www.indeed.com/jobs?q=Dental+Jobs&l=Greensboro%2C+NC&radius=50&vjk=34ecdc7ba47b2569&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&vjk=/jobs?q=Dental+Jobs&l=Greensboro%2C+NC&radius=50&vjk=72743c72f7a81630
1559,Hygienist,University Dental Associates,"Clemmons, NC 27012",PostedPosted 30+ days ago,"Current state license to practice dental hygiene.
In your role, you will help support the success of the office and our patient’s oral health by performing…",https://www.indeed.com/jobs?q=Dental+Jobs&l=Greensboro%2C+NC&radius=50&vjk=34ecdc7ba47b2569&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&vjk=/jobs?q=Dental+Jobs&l=Greensboro%2C+NC&radius=50&vjk=5e6280f04b87d38f
1560,General Dentist,Night & Day Dental,"Greensboro, NC 27403",PostedPosted 19 days ago,"Night & Day Dental is seeking an enthusiastic, patient centric, GENERAL DENTIST, who is focused on providing patients with the most advanced comprehensive…",https://www.indeed.com/jobs?q=Dental+Jobs&l=Greensboro%2C+NC&radius=50&vjk=34ecdc7ba47b2569&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&vjk=/jobs?q=Dental+Jobs&l=Greensboro%2C+NC&radius=50&vjk=93206ff6b3a9caec
1561,Hygienist,Smile Starters,"Winston-Salem, NC 27103 (Ardmore area)",PostedPosted 30+ days ago,"Review Medical History with parent/guardian or patient.
Take x-rays when appropriate.
Assist Dentist with charting the exam.",https://www.indeed.com/jobs?q=Dental+Jobs&l=Greensboro%2C+NC&radius=50&vjk=34ecdc7ba47b2569&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&vjk=/jobs?q=Dental+Jobs&l=Greensboro%2C+NC&radius=50&vjk=c42defad3f98b0a8
1562,Associate Dentist,Royal Oak Dental Group,"High Point, NC 27265",PostedPosted 30+ days ago,"Must have 2+ years of dental experience.
In this position, you'll find a multitude of exceptional advantages.
Health/Medical/Vision Insurance offered.",https://www.indeed.com/jobs?q=Dental+Jobs&l=Greensboro%2C+NC&radius=50&vjk=34ecdc7ba47b2569&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&vjk=/jobs?q=Dental+Jobs&l=Greensboro%2C+NC&radius=50&vjk=dc62dd352985d64d
1563,TEMP - Registered Dental Hygienist,Oakpoint,"Durham, NC 27707",PostedPosted 16 days ago,"1+ years of dental experience, preferred.
Associates degree or higher in Dental Hygiene, required.
Experience working with a patient management software,…",https://www.indeed.com/jobs?q=Dental+Jobs&l=Greensboro%2C+NC&radius=50&vjk=34ecdc7ba47b2569&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&vjk=/jobs?q=Dental+Jobs&l=Greensboro%2C+NC&radius=50&vjk=966a94b97bd1a90e
1564,Registered Dental Hygienist,Crafting Smiles,"Durham, NC 27704 (Stadium Heights area)",EmployerActive 4 days ago,"Perform dental cleanings and oral health assessments.
Proficiency in dental software (Eaglesoft) and digital imaging systems.
Take x-rays as needed.",https://www.indeed.com/jobs?q=Dental+Jobs&l=Greensboro%2C+NC&radius=50&vjk=34ecdc7ba47b2569&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&vjk=/jobs?q=Dental+Jobs&l=Greensboro%2C+NC&radius=50&vjk=94ba45cf7d5e0cfe
1565,General Dentist,Fulton Dental Group,"Burlington, NC 27215",EmployerActive 8 days ago,"Collaborate with dental hygienists and other dental professionals to provide comprehensive care.
Knowledge of dental anatomy, medical terminology, and dental…",https://www.indeed.com/jobs?q=Dental+Jobs&l=Greensboro%2C+NC&radius=50&vjk=34ecdc7ba47b2569&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&vjk=5c7fdb565a7971df
1566,Dental Hygienist,DentalWorks,"Lexington, NC 27292",PostedPosted 30+ days ago,"Calling all Dental Hygienist - Offering Flexible Days/Hours and a comprehensive benefits package - PTO, Sick, Holiday, Med/Vis/Dental and more!",https://www.indeed.com/jobs?q=Dental+Jobs&l=Greensboro%2C+NC&radius=50&vjk=34ecdc7ba47b2569&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&vjk=d785a0af10823ad2
1567,Dental Assistant,Dorion & Associates,"Chapel Hill, NC 27514",EmployerActive 5 days ago,"Sterilizing dental instruments and equipment.
Pulling up patient dental and relevant medical history for dentist to refer to during examination.",https://www.indeed.com/jobs?q=Dental+Jobs&l=Greensboro%2C+NC&radius=50&vjk=34ecdc7ba47b2569&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&vjk=4924b0ad0ab4e208
1568,General Dentist,Ideal Dental,"High Point, NC 27265",PostedPosted 30+ days ago,Assuming the quality of care for guests while adhering to the highest standard of dental practice ethics and professionalism.,https://www.indeed.com/jobs?q=Dental+Jobs&l=Greensboro%2C+NC&radius=50&vjk=34ecdc7ba47b2569&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&vjk=25bffaa6584f84e8
1569,Dentist,MedicalHire,"Greensboro, NC",EmployerActive 3 days ago,"We also have full time opportunities available for dentists in Fayetteville, Wilmington and Winston-Salem.
These are multi dentist offices with experienced aux…",https://www.indeed.com/jobs?q=Dental+Jobs&l=Greensboro%2C+NC&radius=50&vjk=34ecdc7ba47b2569&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&vjk=e5fecd5f94b4e8e5
1570,"Temporary Doctor Position - High Point, North Carolina",Dental Care at Palladium,"High Point, NC 27265",PostedPosted 2 days ago,"Educating patients on the benefits of proper oral and dental hygiene.
Ability to obtain current dental licensure in states of practice (we will assist in…",https://www.indeed.com/jobs?q=Dental+Jobs&l=Greensboro%2C+NC&radius=50&vjk=34ecdc7ba47b2569&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&vjk=0b7e6baa5b16c63b
1571,Registered Dental Hygienist,"Dr. Scott Donner, DDS","Durham, NC 27707",PostedPosted 30+ days ago,"1+ years of dental experience, preferred.
Medical, Vision, Dental Insurance offered.
Associates degree or higher in Dental Hygiene, required.",https://www.indeed.com/jobs?q=Dental+Jobs&l=Greensboro%2C+NC&radius=50&vjk=34ecdc7ba47b2569&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&vjk=2c3f39462b05b0ee
1572,"Part Time General Dentist - Greensboro, NC",Lawrence B Caplin DMD North CA,"Greensboro, NC",PostedPosted 30+ days ago,"Utilize universal precautions for patient dental care.
Perform dental services within designated hours of operations.",https://www.indeed.com/jobs?q=Dental+Jobs&l=Greensboro%2C+NC&radius=50&vjk=34ecdc7ba47b2569&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&l=Greensboro%2C+NC&radius=50&vjk=04a47e1a839598d7
